company_id,company_name,industry,company_size,region,annual_revenue,churn_score,customer_ltv,created_date,is_active
C0048,Glacier Analytics 048,RetailTech,1-10,Europe,1000000.0,0.387,170848.36,2022-02-05,False
C0049,Pinnacle Platforms 049,PropTech,1000+,Middle East & Africa,500000.0,0.485,470226.2,2022-03-01,False
C0050,Pinnacle Labs 050,HRTech,1-10,North America,5000000.0,0.096,222936.24,2022-06-10,True
C0051,Bluewave Ventures 051,PropTech,501-1000,Europe,500000.0,0.366,31749.4,2022-08-12,True
C0052,Glacier Global 052,RetailTech,51-200,Latin America,,0.298,474948.5,2022-06-19,True
C0053,Radiant Ventures 053,HRTech,501-1000,APAC,10000000.0,0.224,210112.53,2022-07-26,True
C0054,Redpoint Group 054,RetailTech,201-500,Latin America,10000000.0,0.164,376585.93,2022-03-31,True
C0055,Vertex Intelligence 055,FinTech,51-200,APAC,100000.0,0.461,220645.19,2022-10-24,True
C0056,Stratos Enterprises 056,CyberSecurity,201-500,Europe,5000000.0,0.098,241861.23,2022-03-28,True
C0057,Vertex Services 057,LegalTech,1-10,Europe,10000000.0,0.179,162105.54,2022-04-12,True
C0058,Nexus Analytics 058,CyberSecurity,501-1000,North America,1000000.0,0.343,213076.1,2022-11-19,True
C0059,Cobalt Intelligence 059,CyberSecurity,201-500,Europe,100000.0,0.275,331468.43,2022-01-03,False
C0060,Indigo Ventures 060,PropTech,11-50,Europe,50000000.0,0.443,479403.36,2022-09-23,True
C0061,Redpoint Analytics 061,HealthTech,201-500,Europe,50000000.0,0.133,237675.19,2022-09-29,False
C0062,Meridian Networks 062,CyberSecurity,501-1000,Middle East & Africa,1000000.0,0.401,416978.89,2022-10-08,True
C0063,Nova Partners 063,CyberSecurity,51-200,Europe,50000000.0,0.323,322454.1,2022-09-24,True
C0064,Zenith Consulting 064,CyberSecurity,1-10,APAC,100000.0,0.292,143140.4,2022-06-13,False
C0065,Orion Group 065,EdTech,11-50,Latin America,10000000.0,0.114,84874.58,2022-04-20,True
C0066,Lumex Networks 066,CyberSecurity,201-500,North America,100000.0,0.342,418116.67,2022-07-19,False
C0067,Horizon Solutions 067,PropTech,201-500,North America,500000.0,0.17,156320.2,2022-07-19,False
C0068,Harbor Innovations 068,RetailTech,201-500,Europe,500000.0,0.801,223559.63,2022-01-15,True
C0069,Radiant Intelligence 069,EdTech,201-500,Europe,5000000.0,0.132,271720.58,2022-07-21,True
C0070,Radiant Solutions 070,HealthTech,1000+,Latin America,100000.0,0.125,434757.16,2022-04-04,True
C0071,Solara Networks 071,RetailTech,201-500,APAC,500000.0,0.337,383002.56,2022-07-14,True
C0072,Harbor Innovations 072,HRTech,1-10,Latin America,,0.034,377021.89,2022-01-27,False
C0073,Arcus Analytics 073,HealthTech,1000+,North America,50000000.0,0.159,25204.7,2022-05-07,True
C0074,Apex Data 074,EdTech,11-50,Europe,1000000.0,0.262,338034.83,2022-10-16,False
C0075,Crestline Consulting 075,LegalTech,11-50,Middle East & Africa,5000000.0,0.249,482230.02,2022-02-28,True
C0076,Nova Dynamics 076,HealthTech,501-1000,North America,500000.0,0.069,292140.4,2022-07-12,True
C0077,Cobalt Digital 077,HealthTech,501-1000,Europe,,0.46,351624.57,2022-06-04,False
C0078,Meridian Ventures 078,FinTech,51-200,Middle East & Africa,1000000.0,0.541,334145.46,2022-02-05,True
C0079,Stratos Solutions 079,PropTech,201-500,North America,1000000.0,0.261,480785.91,2022-11-22,False
C0080,Crestline Group 080,PropTech,11-50,Middle East & Africa,10000000.0,0.068,142340.37,2022-10-03,True
C0081,Crestline Innovations 081,HRTech,51-200,Europe,50000000.0,0.047,467964.72,2022-05-23,False
C0082,Zenith Enterprises 082,PropTech,51-200,North America,1000000.0,0.127,426966.89,2022-04-04,True
C0083,Arcus Consulting 083,LegalTech,51-200,Middle East & Africa,10000000.0,0.327,441252.6,2022-10-12,True
C0084,Helix Technologies 084,RetailTech,1000+,Latin America,1000000.0,0.119,282036.34,2022-05-04,True
C0085,Quantum Partners 085,CyberSecurity,1-10,North America,500000.0,0.108,118582.24,2022-12-21,True
C0086,Radiant Cloud 086,LegalTech,201-500,Middle East & Africa,5000000.0,0.325,178441.12,2022-10-09,True
C0087,Cobalt Enterprises 087,HRTech,51-200,APAC,100000.0,0.219,69121.38,2022-04-09,True
C0088,Ember Global 088,EdTech,11-50,Europe,10000000.0,0.305,247257.31,2022-10-29,False
C0089,Bluewave Data 089,HRTech,1-10,Europe,500000.0,0.404,121466.75,2022-04-02,True
C0090,Cobalt Global 090,EdTech,51-200,North America,,0.184,281145.89,2022-12-24,False
C0091,Quantum Partners 091,HealthTech,1-10,Middle East & Africa,500000.0,0.234,240004.5,2022-08-14,True
C0092,Nexus Consulting 092,CyberSecurity,1-10,North America,1000000.0,0.175,250955.81,2022-10-23,True
C0093,Nexus Group 093,EdTech,501-1000,APAC,,0.267,497019.88,2022-03-02,True
C0094,Lumex Data 094,RetailTech,501-1000,Latin America,1000000.0,0.239,455167.15,2022-06-02,False
C0095,Lumex Dynamics 095,FinTech,501-1000,North America,50000000.0,0.326,111816.07,2022-04-19,True
C0096,Orion Labs 096,RetailTech,11-50,Middle East & Africa,,0.443,86700.98,2022-07-29,True
C0097,Meridian Partners 097,HRTech,1-10,Europe,500000.0,0.386,356408.36,2022-12-26,False
C0098,Orion Analytics 098,HRTech,1000+,Middle East & Africa,10000000.0,0.096,403913.78,2022-04-12,True
C0099,Redpoint Analytics 099,EdTech,51-200,Europe,,0.209,39222.64,2022-06-07,True
C0100,Harbor Cloud 100,HRTech,201-500,North America,1000000.0,0.166,347452.22,2022-12-25,True
C0101,Pinnacle Services 101,CyberSecurity,201-500,North America,5000000.0,0.227,29531.78,2022-08-10,True
C0102,Meridian Consulting 102,FinTech,1-10,Europe,10000000.0,0.476,419619.72,2022-10-22,True
C0103,Apex Consulting 103,FinTech,11-50,Latin America,5000000.0,0.116,329239.65,2022-05-23,True
C0104,Horizon Innovations 104,CyberSecurity,1-10,Latin America,500000.0,0.172,210090.57,2022-06-14,True
C0105,Indigo Labs 105,LegalTech,201-500,Latin America,500000.0,0.241,334665.93,2022-07-25,True
C0106,Redpoint Systems 106,CyberSecurity,1-10,APAC,500000.0,0.197,168404.16,2022-07-26,False
C0107,Harbor Solutions 107,CyberSecurity,201-500,North America,100000.0,0.155,264035.3,2022-11-15,True
C0108,Quantum Enterprises 108,FinTech,11-50,APAC,5000000.0,0.302,74196.48,2022-05-28,True
C0109,Cobalt Partners 109,HealthTech,1-10,Middle East & Africa,50000000.0,0.263,127255.76,2022-03-23,True
C0110,Apex Global 110,PropTech,1-10,Europe,50000000.0,0.178,457335.64,2022-08-25,False
C0111,Quantum Group 111,CyberSecurity,1000+,APAC,5000000.0,0.071,355651.7,2022-08-01,False
C0112,Irongate Analytics 112,CyberSecurity,501-1000,Europe,1000000.0,0.368,103399.08,2022-11-03,True
C0113,Atlas Technologies 113,HRTech,201-500,APAC,50000000.0,0.165,258791.46,2022-01-02,True
C0114,Vertex Cloud 114,CyberSecurity,11-50,Latin America,5000000.0,0.646,247327.28,2022-06-20,True
C0115,Redpoint Intelligence 115,CyberSecurity,51-200,Europe,10000000.0,0.503,127014.72,2022-07-16,True
C0116,Flint Innovations 116,FinTech,51-200,Latin America,10000000.0,0.409,457580.78,2022-07-15,True
C0117,Radiant Group 117,CyberSecurity,1-10,Europe,5000000.0,0.378,483023.26,2022-06-19,False
C0118,Indigo Enterprises 118,HealthTech,501-1000,Latin America,,0.481,363997.48,2022-07-29,False
C0119,Atlas Technologies 119,CyberSecurity,51-200,APAC,5000000.0,0.45,349425.25,2022-11-29,True
C0120,Stratos Global 120,PropTech,51-200,Latin America,50000000.0,0.315,275097.85,2022-11-13,True
C0121,Quantum Dynamics 121,RetailTech,1000+,North America,1000000.0,0.346,489385.49,2022-11-21,True
C0122,Vega Enterprises 122,EdTech,1000+,APAC,,0.539,32535.57,2022-01-29,True
C0123,Arcus Innovations 123,EdTech,11-50,Middle East & Africa,1000000.0,0.306,287304.75,2022-04-03,True
C0124,Orion Data 124,PropTech,501-1000,Europe,1000000.0,0.146,457286.22,2022-03-15,True
C0125,Quantum Consulting 125,CyberSecurity,51-200,North America,50000000.0,0.452,237974.1,2022-05-28,True
C0126,Nova Technologies 126,CyberSecurity,51-200,Middle East & Africa,500000.0,0.36,323079.96,2022-08-06,True
C0127,Crestline Dynamics 127,RetailTech,201-500,Latin America,,0.062,126230.79,2022-10-20,True
C0128,Vertex Dynamics 128,FinTech,1000+,Latin America,500000.0,0.233,13968.0,2022-12-18,True
C0129,Nexus Data 129,CyberSecurity,51-200,Europe,5000000.0,0.192,402946.66,2022-04-23,True
C0130,Meridian Consulting 130,EdTech,1000+,North America,10000000.0,0.52,326706.9,2022-06-08,True
C0131,Nexus Cloud 131,LegalTech,1000+,Europe,,0.22,455717.63,2022-06-17,True
C0132,Nova Digital 132,EdTech,501-1000,APAC,5000000.0,0.138,255879.43,2022-05-20,False
C0133,Pinnacle Partners 133,HRTech,1000+,APAC,50000000.0,0.472,66433.16,2022-02-08,True
C0134,Zenith Intelligence 134,LegalTech,1-10,Latin America,,0.159,139584.7,2022-03-05,True
C0135,Radiant Consulting 135,PropTech,1000+,APAC,,0.06,340669.91,2022-08-30,True
C0136,Redpoint Networks 136,RetailTech,1000+,North America,10000000.0,0.341,413689.12,2022-12-25,True
C0137,Lumex Ventures 137,EdTech,1-10,North America,500000.0,0.307,498004.41,2022-03-01,True
C0138,Redpoint Group 138,PropTech,201-500,APAC,10000000.0,0.279,475196.58,2022-12-23,False
C0139,Lumex Cloud 139,EdTech,201-500,North America,50000000.0,0.329,249780.05,2022-07-28,False
C0140,Pinnacle Systems 140,LegalTech,11-50,Latin America,1000000.0,0.406,475772.03,2022-07-05,True
C0141,Radiant Platforms 141,LegalTech,1-10,Latin America,500000.0,0.323,103006.2,2022-03-04,False
C0142,Harbor Enterprises 142,HealthTech,1000+,Europe,10000000.0,0.181,323351.53,2022-01-11,True
C0143,Stratos Analytics 143,EdTech,501-1000,Europe,,0.11,416610.74,2022-10-11,True
C0144,Helix Analytics 144,LegalTech,11-50,Middle East & Africa,,0.063,145864.67,2022-03-16,False
C0145,Redpoint Consulting 145,EdTech,1-10,North America,100000.0,0.389,17281.56,2022-05-02,True
C0146,Apex Labs 146,HRTech,1-10,Europe,10000000.0,0.221,216270.67,2022-02-28,True
C0147,Irongate Enterprises 147,LegalTech,501-1000,Middle East & Africa,,0.171,231482.66,2022-04-24,False
C0148,Nexus Services 148,HRTech,201-500,North America,,0.068,499307.51,2022-07-25,True
C0149,Vega Partners 149,CyberSecurity,1-10,North America,500000.0,0.206,308065.74,2022-02-03,True
C0150,Meridian Cloud 150,LegalTech,201-500,Middle East & Africa,5000000.0,0.359,154499.9,2022-09-16,True
C0151,Vega Ventures 151,RetailTech,201-500,Latin America,100000.0,0.317,212768.65,2022-08-21,True
C0152,Ember Ventures 152,LegalTech,201-500,APAC,10000000.0,0.137,134896.0,2022-03-20,True
C0153,Irongate Technologies 153,HealthTech,1-10,North America,1000000.0,0.217,57316.57,2022-07-10,True
C0154,Redpoint Systems 154,LegalTech,1000+,North America,1000000.0,0.136,183263.06,2022-12-07,False
C0155,Lumex Systems 155,HRTech,501-1000,APAC,500000.0,0.064,60764.28,2022-09-17,True
C0156,Radiant Partners 156,RetailTech,1-10,APAC,50000000.0,0.579,282570.08,2022-02-28,True
C0157,Horizon Analytics 157,PropTech,501-1000,Middle East & Africa,5000000.0,0.167,340738.59,2022-10-13,True
C0158,Radiant Consulting 158,FinTech,11-50,APAC,10000000.0,0.486,383580.66,2022-06-23,True
C0159,Nova Group 159,PropTech,1-10,Europe,10000000.0,0.223,320254.29,2022-01-16,True
C0160,Bluewave Digital 160,PropTech,201-500,Latin America,500000.0,0.373,87130.55,2022-06-09,True
C0161,Flint Cloud 161,HealthTech,1-10,Europe,100000.0,0.387,379673.58,2022-01-26,True
C0162,Pinnacle Enterprises 162,PropTech,201-500,Middle East & Africa,1000000.0,0.291,212950.03,2022-04-21,True
C0163,Vega Platforms 163,PropTech,1-10,APAC,10000000.0,0.358,342458.26,2022-09-07,True
C0164,Vertex Systems 164,RetailTech,201-500,Middle East & Africa,,0.369,13766.67,2022-06-04,False
C0165,Flint Group 165,HRTech,51-200,APAC,,0.434,13787.65,2022-08-09,True
C0166,Solara Global 166,RetailTech,501-1000,Middle East & Africa,50000000.0,0.059,337343.6,2022-07-01,True
C0167,Indigo Systems 167,PropTech,1-10,Latin America,,0.154,432433.91,2022-10-22,True
C0168,Solara Innovations 168,HRTech,1-10,Latin America,,0.691,483437.85,2022-03-29,True
C0169,Meridian Enterprises 169,LegalTech,1-10,Latin America,50000000.0,0.049,61872.94,2022-08-12,True
C0170,Bluewave Technologies 170,PropTech,51-200,APAC,100000.0,0.186,173203.63,2022-03-28,True
C0171,Quantum Ventures 171,RetailTech,51-200,APAC,10000000.0,0.272,479529.44,2022-11-27,True
C0172,Zenith Ventures 172,EdTech,51-200,Europe,100000.0,0.322,305175.5,2022-12-02,True
C0173,Flint Partners 173,CyberSecurity,501-1000,Middle East & Africa,1000000.0,0.482,343755.4,2022-10-17,True
C0174,Meridian Networks 174,LegalTech,11-50,Latin America,,0.32,239771.33,2022-11-20,True
C0175,Pinnacle Cloud 175,FinTech,51-200,Middle East & Africa,,0.492,162099.85,2022-08-20,True
C0176,Arcus Dynamics 176,HealthTech,1000+,North America,5000000.0,0.184,301099.11,2022-07-16,True
C0177,Redpoint Systems 177,CyberSecurity,501-1000,Europe,500000.0,0.029,306452.86,2022-09-14,True
C0178,Nexus Enterprises 178,HealthTech,51-200,North America,5000000.0,0.438,326602.27,2022-01-21,True
C0179,Crestline Enterprises 179,EdTech,51-200,APAC,500000.0,0.22,199834.11,2022-06-23,True
C0180,Nexus Networks 180,HealthTech,51-200,North America,5000000.0,0.127,342405.88,2022-05-26,True
C0181,Indigo Data 181,EdTech,51-200,North America,5000000.0,0.562,335169.93,2022-06-29,True
C0182,Quantum Intelligence 182,EdTech,501-1000,North America,500000.0,0.135,283871.81,2022-11-26,True
C0183,Harbor Group 183,HealthTech,1000+,Latin America,5000000.0,0.189,187295.77,2022-07-05,True
C0184,Helix Networks 184,CyberSecurity,11-50,Europe,100000.0,0.279,85923.13,2022-06-01,False
C0185,Vega Services 185,FinTech,1000+,APAC,50000000.0,0.258,312835.42,2022-11-02,True
C0186,Nova Labs 186,EdTech,1000+,Latin America,,0.171,211320.72,2022-12-13,True
C0187,Crestline Data 187,HRTech,1000+,Latin America,100000.0,0.39,271665.46,2022-06-08,False
C0188,Glacier Partners 188,RetailTech,51-200,Middle East & Africa,1000000.0,0.139,236223.19,2022-05-25,True
C0189,Bluewave Services 189,PropTech,11-50,Europe,50000000.0,0.466,306285.09,2022-05-09,True
C0190,Irongate Platforms 190,HealthTech,1000+,Middle East & Africa,50000000.0,0.616,71092.11,2022-02-12,True
C0191,Pinnacle Enterprises 191,EdTech,201-500,North America,100000.0,0.307,410184.6,2022-06-28,False
C0192,Lumex Systems 192,PropTech,501-1000,APAC,100000.0,0.312,199221.4,2022-02-11,True
C0193,Apex Networks 193,HealthTech,1000+,APAC,50000000.0,0.135,81564.16,2022-01-20,True
C0194,Harbor Partners 194,EdTech,1000+,Latin America,1000000.0,0.724,311520.65,2022-02-10,True
C0195,Helix Group 195,PropTech,1-10,APAC,100000.0,0.119,157564.09,2022-01-25,True
C0196,Quantum Data 196,CyberSecurity,1-10,North America,50000000.0,0.285,453521.97,2022-11-02,True
C0197,Quantum Services 197,RetailTech,1000+,Europe,500000.0,0.514,220327.06,2022-11-11,True
C0198,Horizon Innovations 198,EdTech,1000+,North America,5000000.0,0.156,487580.7,2022-02-04,False
C0199,Redpoint Services 199,FinTech,201-500,Latin America,,0.261,321478.69,2022-07-11,True
C0200,Apex Platforms 200,HealthTech,51-200,Europe,10000000.0,0.14,331981.16,2022-02-23,True
C0201,Ember Networks 201,EdTech,1-10,APAC,5000000.0,0.388,175888.16,2022-11-26,True
C0202,Flint Enterprises 202,CyberSecurity,1000+,Europe,50000000.0,0.464,76077.76,2022-08-23,True
C0203,Helix Systems 203,RetailTech,1-10,APAC,500000.0,0.128,262537.96,2022-10-06,True
C0204,Nexus Digital 204,HRTech,51-200,North America,50000000.0,0.055,331308.37,2022-05-20,True
C0205,Arcus Innovations 205,PropTech,1000+,Latin America,1000000.0,0.017,176127.95,2022-04-06,True
C0206,Irongate Platforms 206,HRTech,1-10,Latin America,,0.159,220997.5,2022-04-03,True
C0207,Stratos Ventures 207,HealthTech,51-200,APAC,500000.0,0.267,228498.72,2022-08-07,True
C0208,Crestline Platforms 208,CyberSecurity,1-10,APAC,5000000.0,0.53,499093.79,2022-05-21,True
C0209,Glacier Systems 209,HealthTech,1000+,Latin America,500000.0,0.307,261412.15,2022-12-14,True
C0210,Apex Group 210,CyberSecurity,1-10,Europe,,0.25,125637.74,2022-11-27,True
C0211,Solara Cloud 211,FinTech,501-1000,Europe,10000000.0,0.404,230462.06,2022-07-09,True
C0212,Flint Technologies 212,EdTech,501-1000,APAC,1000000.0,0.37,164048.87,2022-05-23,True
C0213,Vega Solutions 213,EdTech,201-500,Middle East & Africa,1000000.0,0.221,457635.83,2022-03-02,True
C0214,Pinnacle Enterprises 214,RetailTech,501-1000,APAC,10000000.0,0.091,459074.67,2022-09-09,True
C0215,Atlas Technologies 215,CyberSecurity,11-50,Latin America,,0.426,407151.48,2022-06-13,True
C0216,Cobalt Technologies 216,HRTech,51-200,Europe,10000000.0,0.308,357686.26,2022-12-25,True
C0217,Glacier Platforms 217,RetailTech,1-10,Europe,50000000.0,0.087,78049.67,2022-09-10,True
C0218,Redpoint Cloud 218,LegalTech,201-500,Middle East & Africa,100000.0,0.32,309854.7,2022-02-14,True
C0219,Solara Partners 219,PropTech,201-500,Middle East & Africa,,0.172,71410.12,2022-06-12,True
C0220,Crestline Enterprises 220,LegalTech,11-50,Middle East & Africa,10000000.0,0.524,298015.14,2022-03-08,True
C0221,Indigo Systems 221,HealthTech,501-1000,Europe,500000.0,0.144,90681.97,2022-06-15,False
C0222,Zenith Platforms 222,HRTech,1-10,APAC,100000.0,0.437,321177.97,2022-10-10,True
C0223,Quantum Dynamics 223,HealthTech,501-1000,Europe,5000000.0,0.562,471387.42,2022-03-20,True
C0224,Meridian Data 224,LegalTech,501-1000,North America,50000000.0,0.204,433252.78,2022-02-11,True
C0225,Quantum Cloud 225,HRTech,1000+,Europe,50000000.0,0.265,290347.23,2022-11-13,True
C0226,Irongate Global 226,HRTech,1000+,APAC,1000000.0,0.343,129990.18,2022-12-17,True
C0227,Crestline Technologies 227,FinTech,11-50,Latin America,1000000.0,0.308,247283.05,2022-04-15,True
C0228,Atlas Networks 228,LegalTech,1000+,APAC,1000000.0,0.078,74075.41,2022-07-09,True
C0229,Vega Networks 229,RetailTech,201-500,North America,500000.0,0.204,230302.05,2022-03-14,True
C0230,Vertex Intelligence 230,PropTech,11-50,Europe,50000000.0,0.468,170443.55,2022-10-23,True
C0231,Helix Labs 231,CyberSecurity,501-1000,Latin America,1000000.0,0.224,440747.08,2022-09-12,True
C0232,Solara Services 232,CyberSecurity,11-50,Europe,5000000.0,0.564,182918.59,2022-01-26,True
C0233,Meridian Partners 233,HRTech,501-1000,North America,50000000.0,0.458,62673.57,2022-03-10,False
C0234,Ember Platforms 234,PropTech,51-200,North America,1000000.0,0.229,35067.27,2022-10-15,True
C0235,Redpoint Dynamics 235,HealthTech,201-500,Middle East & Africa,1000000.0,0.194,384558.02,2022-05-24,False
C0236,Meridian Data 236,HealthTech,11-50,North America,1000000.0,0.114,192867.18,2022-06-23,True
C0237,Arcus Group 237,RetailTech,501-1000,Middle East & Africa,1000000.0,0.119,255038.17,2022-01-24,True
C0238,Cobalt Networks 238,CyberSecurity,501-1000,Latin America,100000.0,0.224,307067.66,2022-09-21,True
C0239,Meridian Networks 239,EdTech,201-500,Middle East & Africa,10000000.0,0.175,422874.94,2022-10-31,True
C0240,Harbor Services 240,CyberSecurity,1000+,Middle East & Africa,500000.0,0.238,242697.37,2022-01-09,True
C0241,Radiant Ventures 241,PropTech,501-1000,APAC,50000000.0,0.438,450395.88,2022-12-19,True
C0242,Meridian Partners 242,HRTech,1000+,Middle East & Africa,5000000.0,0.305,121496.18,2022-01-27,True
C0243,Nova Services 243,PropTech,11-50,Europe,,0.411,290559.43,2022-12-25,True
C0244,Apex Enterprises 244,LegalTech,201-500,Europe,1000000.0,0.238,348345.13,2022-07-30,True
C0245,Meridian Partners 245,FinTech,1000+,Europe,5000000.0,0.306,111597.44,2022-06-16,False
C0246,Irongate Services 246,PropTech,51-200,Europe,1000000.0,0.224,456940.84,2022-06-25,True
C0247,Radiant Consulting 247,CyberSecurity,11-50,Europe,500000.0,0.228,283462.46,2022-04-26,False
C0248,Vertex Dynamics 248,RetailTech,1000+,Latin America,500000.0,0.601,245103.68,2022-10-14,False
C0249,Glacier Consulting 249,HRTech,1-10,Middle East & Africa,10000000.0,0.186,276163.53,2022-07-22,True
C0250,Flint Group 250,HRTech,1-10,APAC,10000000.0,0.332,48724.42,2022-08-15,True
C0251,Ember Partners 251,RetailTech,11-50,Middle East & Africa,500000.0,0.154,467181.73,2022-12-23,True
C0252,Vega Data 252,RetailTech,11-50,North America,10000000.0,0.59,453540.25,2022-04-26,True
C0253,Nexus Ventures 253,PropTech,51-200,Latin America,,0.136,343784.07,2022-03-12,True
C0254,Redpoint Labs 254,PropTech,1000+,Latin America,1000000.0,0.145,328763.96,2022-05-28,True
C0255,Quantum Systems 255,HealthTech,1000+,Middle East & Africa,100000.0,0.47,272224.62,2022-01-20,False
C0256,Nova Innovations 256,EdTech,1-10,Latin America,50000000.0,0.347,252738.11,2022-05-29,False
C0257,Apex Dynamics 257,HealthTech,51-200,APAC,1000000.0,0.224,494658.74,2022-10-06,True
C0258,Atlas Services 258,CyberSecurity,51-200,Europe,50000000.0,0.381,65196.91,2022-03-25,True
C0259,Quantum Consulting 259,EdTech,1-10,APAC,50000000.0,0.253,154561.89,2022-12-12,True
C0260,Nova Data 260,PropTech,201-500,Middle East & Africa,500000.0,0.192,52501.51,2022-12-09,True
C0261,Atlas Partners 261,LegalTech,11-50,North America,500000.0,0.218,197951.45,2022-08-17,True
C0262,Stratos Dynamics 262,FinTech,51-200,APAC,10000000.0,0.547,125788.26,2022-12-08,True
C0263,Vertex Labs 263,PropTech,1000+,Middle East & Africa,10000000.0,0.432,387222.11,2022-12-20,True
C0264,Vertex Platforms 264,RetailTech,11-50,Europe,1000000.0,0.338,85060.93,2022-11-07,True
C0265,Cobalt Global 265,CyberSecurity,501-1000,Europe,50000000.0,0.28,131258.06,2022-11-02,False
